category_l1,date,period,quantity,revenue,num_orders,num_customers
Unknown,2025-02-15,H1,5358,1161589.7,9,9
Unknown,2025-02-17,H1,18708,5129691.5,32,32
Unknown,2025-02-18,H1,19922,4730242.2,34,34
Unknown,2025-02-19,H1,19372,4142379.2,42,42
Unknown,2025-02-20,H1,32018,8559711.6,60,60
Unknown,2025-02-21,H1,4404,977716.0,11,11
Unknown,2025-02-22,H1,4743,1052635.0,6,6
Unknown,2025-02-24,H1,4006,1071511.0,8,8
Unknown,2025-02-25,H1,2053,852064.0,4,4
Unknown,2025-02-26,H1,4334,1025647.5,6,6
Unknown,2025-02-27,H1,3173,814474.7,8,8
Unknown,2025-02-28,H1,4045,975936.2,7,7
Unknown,2025-03-01,H1,24716,3853547.75,27,19
Unknown,2025-03-03,H1,25726,2795070.75,20,13
Unknown,2025-03-04,H1,74049,6491664.25,31,24
Unknown,2025-03-05,H1,37211,5204921.75,35,28
Unknown,2025-03-06,H1,41583,5922693.25,49,40
Unknown,2025-03-07,H1,54869,7641467.25,49,37
Unknown,2025-03-08,H1,72156,7178704.25,49,38
Unknown,2025-03-10,H1,64655,9471044.0,40,33
Unknown,2025-03-11,H1,63089,7678667.75,52,39
Unknown,2025-03-12,H1,57247,6611258.28,43,39
Unknown,2025-03-13,H1,50204,6085727.75,38,34
Unknown,2025-03-14,H1,43980,6446620.5,40,34
Unknown,2025-03-15,H1,39685,7198135.5,48,46
Unknown,2025-03-17,H1,88893,9950882.34,63,55
Unknown,2025-03-18,H1,50483,6277913.0,43,42
Unknown,2025-03-19,H1,108736,10611240.05,58,45
Unknown,2025-03-20,H1,68256,9112669.5,54,44
Unknown,2025-03-21,H1,54309,9302862.75,62,52
Unknown,2025-03-22,H1,85759,11425566.59,60,52
Unknown,2025-03-24,H1,54279,9180830.25,62,55
Unknown,2025-03-25,H1,71102,9042756.51,52,46
Unknown,2025-03-26,H1,66814,9449330.25,62,53
Unknown,2025-03-27,H1,70103,9657916.5,60,49
Unknown,2025-03-28,H1,70193,10035244.25,69,54
Unknown,2025-03-29,H1,58889,9301413.5,60,53
Unknown,2025-03-31,H1,68854,8978242.46,62,53
Unknown,2025-04-01,H1,41532,7484429.19,38,36
Unknown,2025-04-02,H1,24800,4654815.84,24,24
Unknown,2025-04-03,H1,13094,2855706.4,37,36
Unknown,2025-04-04,H1,2271,1020654.5,9,9
Unknown,2025-04-07,H1,23500,4728878.73,55,55
Unknown,2025-04-09,H1,1583,314488.2,42,41
Unknown,2025-04-10,H1,1112,290819.4,19,19
Unknown,2025-04-11,H1,2070,610053.52,15,15
Unknown,2025-04-12,H1,1484,487635.35,16,16
Unknown,2025-04-14,H1,3620,771517.34,38,37
Unknown,2025-04-16,H1,972,210741.97,16,16
Unknown,2025-04-17,H1,6335,794432.1,19,19
Unknown,2025-04-18,H1,2200,712183.55,22,22
Unknown,2025-04-19,H1,5224,621644.4,21,21
Unknown,2025-04-21,H1,2619,594958.39,22,22
Unknown,2025-04-22,H1,1121,262227.85,19,19
Unknown,2025-04-23,H1,5131,989359.19,32,31
Unknown,2025-04-24,H1,1886,581467.7,20,20
Unknown,2025-04-25,H1,7853,1400480.61,26,26
Unknown,2025-04-26,H1,1604,535963.0,17,17
Unknown,2025-04-28,H1,4556,932060.9,21,21
Unknown,2025-04-29,H1,5450,859982.7,23,23
Unknown,2025-04-30,H1,2202,484947.1,16,16
Unknown,2025-05-01,H1,23082,3700403.68,31,30
Unknown,2025-05-02,H1,12705,2390968.32,28,27
Unknown,2025-05-03,H1,13066,3123164.69,31,26
Unknown,2025-05-05,H1,15147,2223462.88,34,32
Unknown,2025-05-06,H1,2808,858042.25,13,12
Unknown,2025-05-07,H1,13206,2184112.54,28,27
Unknown,2025-05-08,H1,22468,3056294.27,36,33
Unknown,2025-05-09,H1,5422,1185024.24,10,9
Unknown,2025-05-10,H1,2873,681932.4,8,8
Unknown,2025-05-12,H1,6240,838571.4,10,10
Unknown,2025-05-13,H1,6846,1684326.56,30,29
Unknown,2025-05-14,H1,27779,4435221.95,66,57
Unknown,2025-05-15,H1,18755,4057551.29,37,33
Unknown,2025-05-16,H1,25083,3887017.9899999998,58,53
Unknown,2025-05-17,H1,34385,6852287.95,70,57
Unknown,2025-05-19,H1,23666,4209492.52,43,42
Unknown,2025-05-20,H1,62777,7315816.49,62,57
Unknown,2025-05-21,H1,28361,5068044.38,64,59
Unknown,2025-05-22,H1,27891,5437030.08,61,55
Unknown,2025-05-23,H1,44298,7876169.63,92,77
Unknown,2025-05-24,H1,22384,4239654.35,62,55
Unknown,2025-05-26,H1,1880,529666.1,10,10
Unknown,2025-05-27,H1,9250,2216110.6,10,10
Unknown,2025-05-28,H1,5082,803776.53,13,13
Unknown,2025-05-29,H1,17120,3109688.41,19,18
Unknown,2025-05-30,H1,18338,2463111.58,33,31
Unknown,2025-05-31,H1,3661,459491.81,47,43
Unknown,2025-06-02,H1,9385,1973156.0,5,5
Unknown,2025-06-03,H1,72,11123.4,4,4
Unknown,2025-06-04,H1,1878,459878.72,9,9
Unknown,2025-06-05,H1,1481,167847.6,10,10
Unknown,2025-06-06,H1,2766,471158.0,4,4
Unknown,2025-06-07,H1,10141,1466479.0,6,6
Unknown,2025-06-09,H1,38621,6754591.45,60,51
Unknown,2025-06-10,H1,29381,6031935.25,48,42
Unknown,2025-06-11,H1,29006,4594752.66,53,40
Unknown,2025-06-12,H1,350,79226.0,3,3
Unknown,2025-06-13,H1,5934,1577277.92,22,20
Unknown,2025-06-14,H1,6579,1473261.64,12,9
Unknown,2025-06-16,H1,10620,1729498.89,20,18
Unknown,2025-06-17,H1,40986,7203721.86,45,37
Unknown,2025-06-18,H1,4018,1046358.03,16,15
Unknown,2025-06-19,H1,60,4500.0,1,1
Unknown,2025-06-20,H1,26737,4144379.67,34,30
Unknown,2025-06-21,H1,14903,3502854.2,18,16
Unknown,2025-06-23,H1,29604,2305858.15,69,59
Unknown,2025-06-24,H1,61583,6924801.12,113,88
Unknown,2025-06-27,H1,28876,3358684.68,64,58
Unknown,2025-06-28,H1,35993,4925491.6,89,82
Unknown,2025-06-30,H2,104919,17426568.91,134,94
Unknown,2025-07-01,H2,1032,295178.0,3,3
Unknown,2025-07-02,H2,888,256975.8,6,6
Unknown,2025-07-03,H2,1574,331418.8,13,13
Unknown,2025-07-04,H2,1391,317074.0,9,9
Unknown,2025-07-05,H2,1452,422007.8,4,4
Unknown,2025-07-07,H2,1479,216409.8,8,7
Unknown,2025-07-08,H2,4821,1695845.58,29,28
Unknown,2025-07-09,H2,9016,2335178.09,46,42
Unknown,2025-07-10,H2,9852,2429499.05,49,44
Unknown,2025-07-11,H2,5667,1326202.9,28,25
Unknown,2025-07-12,H2,5320,1339698.5,28,26
Unknown,2025-07-14,H2,3081,1049191.5,25,24
Unknown,2025-07-15,H2,1862,258391.3,12,12
Unknown,2025-07-16,H2,2647,650762.3,13,13
Unknown,2025-07-17,H2,6496,1425952.94,42,38
Unknown,2025-07-18,H2,6684,1800879.2,25,23
Unknown,2025-07-19,H2,1051,330588.2,4,4
Unknown,2025-07-21,H2,7805,1589529.19,28,25
Unknown,2025-07-22,H2,3820,886496.7,22,22
Unknown,2025-07-23,H2,4368,1160919.0,23,19
Unknown,2025-07-24,H2,8501,2071075.9,48,38
Unknown,2025-07-25,H2,2203,482797.75,30,25
Unknown,2025-07-26,H2,9617,3014512.72,46,39
Unknown,2025-07-28,H2,15576,4201314.03,67,53
Unknown,2025-07-29,H2,11038,2500645.18,48,36
Unknown,2025-07-30,H2,11005,3581680.19,56,41
Unknown,2025-07-31,H2,21212,3457919.35,74,64
Unknown,2025-08-01,H2,4034,1339829.1099999999,14,14
Unknown,2025-08-02,H2,5199,1117879.22,22,22
Unknown,2025-08-04,H2,15204,2801189.56,40,40
Unknown,2025-08-05,H2,3124,821382.6799999999,26,26
Unknown,2025-08-06,H2,7447,1678353.05,22,22
Unknown,2025-08-07,H2,3180,641740.82,26,25
Unknown,2025-08-08,H2,74489,12508696.4,159,156
Unknown,2025-08-09,H2,65837,11822272.0,212,201
Unknown,2025-08-11,H2,101106,15666001.32,272,194
Unknown,2025-08-12,H2,19177,3304833.11,65,51
Unknown,2025-08-13,H2,42326,4672446.97,69,52
Unknown,2025-08-14,H2,26628,4747269.47,72,60
Unknown,2025-08-15,H2,26287,3283897.72,67,57
Unknown,2025-08-16,H2,21097,2658770.56,62,54
Unknown,2025-08-18,H2,14466,2433813.55,59,52
Unknown,2025-08-19,H2,19011,3051941.77,77,61
Unknown,2025-08-20,H2,14637,2544086.53,72,60
Unknown,2025-08-21,H2,15741,2439050.28,70,61
Unknown,2025-08-22,H2,9261,1701303.94,68,63
Unknown,2025-08-23,H2,11601,1734288.59,75,68
Unknown,2025-08-25,H2,14864,2013932.3399999999,69,60
Unknown,2025-08-26,H2,17396,2214851.52,66,61
Unknown,2025-08-27,H2,16907,3272956.55,77,68
Unknown,2025-08-28,H2,11781,2224151.48,67,60
Unknown,2025-08-29,H2,21461,3178306.27,122,99
Unknown,2025-08-30,H2,27912,5793388.41,72,69
Unknown,2025-09-01,H2,4573,921399.02,21,18
Unknown,2025-09-02,H2,6271,1213196.65,33,32
Unknown,2025-09-03,H2,11541,2534251.44,75,61
Unknown,2025-09-04,H2,18101,4453210.01,148,96
Unknown,2025-09-05,H2,23379,4241316.57,85,66
Unknown,2025-09-06,H2,14764,3141440.72,64,55
Unknown,2025-09-08,H2,2141,608796.2,17,16
Unknown,2025-09-09,H2,21895,6156398.51,59,49
Unknown,2025-09-10,H2,27633,6635449.67,64,53
Unknown,2025-09-11,H2,33508,10098508.25,79,65
Unknown,2025-09-12,H2,5369,1191127.55,12,11
Unknown,2025-09-13,H2,19391,5456083.85,61,46
Unknown,2025-09-15,H2,1385,567220.59,15,14
Unknown,2025-09-16,H2,4986,1662178.05,33,30
Unknown,2025-09-17,H2,13990,3736467.28,66,54
Unknown,2025-09-18,H2,12455,3280803.25,36,30
Unknown,2025-09-19,H2,12,3660.0,1,1
Unknown,2025-09-20,H2,15214,4241544.58,65,54
Unknown,2025-09-22,H2,53,16165.0,2,2
Unknown,2025-09-23,H2,17264,6096744.33,57,51
Unknown,2025-09-24,H2,2539,1148340.2,25,24
Unknown,2025-09-25,H2,46,12270.95,6,6
Unknown,2025-09-26,H2,191,38628.9,3,3
Unknown,2025-09-27,H2,26836,7966121.6899999995,77,61
Unknown,2025-09-29,H2,26797,7164577.2700000005,53,46
Unknown,2025-09-30,H2,40994,9933090.540000001,135,112
Unknown,2025-10-01,H2,3984,672696.4,20,19
Unknown,2025-10-02,H2,8716,1672212.71,36,31
Unknown,2025-10-03,H2,21275,3012371.16,61,48
Unknown,2025-10-04,H2,11085,2301244.49,37,33
Unknown,2025-10-06,H2,8727,1425350.3599999999,29,27
Unknown,2025-10-07,H2,10034,1492172.26,40,33
Unknown,2025-10-08,H2,80379,14768628.34,306,132
Unknown,2025-10-09,H2,21962,3891834.84,130,108
Unknown,2025-10-10,H2,18269,3221263.85,127,105
Unknown,2025-10-11,H2,406,83183.88,10,10
Unknown,2025-10-13,H2,8540,1779500.21,75,69
Unknown,2025-10-14,H2,6334,947312.2,23,23
Unknown,2025-10-15,H2,4871,668277.49,33,31
Unknown,2025-10-16,H2,26685,4339497.22,120,106
Unknown,2025-10-17,H2,6659,1341352.8599999999,47,43
Unknown,2025-10-18,H2,103,30343.79,4,4
Unknown,2025-10-20,H2,20877,3503981.11,143,122
Unknown,2025-10-21,H2,17154,2491543.54,63,57
Unknown,2025-10-22,H2,13755,3213003.65,99,81
Unknown,2025-10-23,H2,13892,2238738.28,83,75
Unknown,2025-10-24,H2,8615,1589107.26,71,64
Unknown,2025-10-25,H2,102305,22743276.58,97,49
Unknown,2025-10-27,H2,39266,8409576.69,41,30
Unknown,2025-10-28,H2,26519,6299096.71,20,17
Unknown,2025-10-29,H2,58842,12209750.55,53,33
Unknown,2025-10-30,H2,118285,19514655.19,105,64
Unknown,2025-10-31,H2,135699,28249096.669999998,146,86
Unknown,2025-11-01,H2,100460,7434155.94,112,100
Unknown,2025-11-03,H2,142442,9518144.74,127,113
Unknown,2025-11-04,H2,68802,5545208.73,106,101
Unknown,2025-11-05,H2,82784,5674487.83,96,86
Unknown,2025-11-06,H2,92609,6794454.34,129,119
Unknown,2025-11-07,H2,133742,9488340.959999999,125,112
Unknown,2025-11-08,H2,51045,3208106.49,32,28
Unknown,2025-11-10,H2,46845,2849656.53,38,37
Unknown,2025-11-11,H2,51800,3151842.9699999997,42,37
Unknown,2025-11-12,H2,54468,3228316.2399999998,35,31
Unknown,2025-11-13,H2,160095,10231002.87,137,97
Unknown,2025-11-14,H2,2,84.0,2,2
Unknown,2025-11-15,H2,310078,19710748.1,254,148
Unknown,2025-11-17,H2,379308,16285748.73,213,121
Unknown,2025-11-18,H2,661617,15914799.88,187,93
Unknown,2025-11-19,H2,507969,11174159.94,153,90
Unknown,2025-11-20,H2,670165,15298367.49,252,141
Unknown,2025-11-21,H2,1422760,35092410.6,324,145
Unknown,2025-11-22,H2,413712,10401799.69,95,71
Unknown,2025-11-24,H2,439285,11818178.81,87,68
Unknown,2025-11-25,H2,209357,5537788.02,56,44
Unknown,2025-11-26,H2,301100,7275857.19,80,64
Unknown,2025-11-27,H2,373483,8885598.24,84,66
Unknown,2025-11-28,H2,97858,1967835.48,25,25
Unknown,2025-11-29,H2,144653,3817212.56,29,28
Unknown,2025-12-01,H2,16516,3719444.31,84,69
Unknown,2025-12-02,H2,17153,3446426.7399999998,47,40
Unknown,2025-12-03,H2,17649,3501398.9,55,42
Unknown,2025-12-04,H2,19876,3441859.14,59,52
Unknown,2025-12-05,H2,13243,2465754.93,65,51
Unknown,2025-12-06,H2,23518,4850755.79,65,56
Unknown,2025-12-08,H2,25727,4870794.81,73,50
Unknown,2025-12-09,H2,57072,12316926.79,116,108
Unknown,2025-12-10,H2,28386,6931094.52,54,53
Unknown,2025-12-11,H2,37956,6654172.89,74,74
Unknown,2025-12-12,H2,35337,9384091.29,81,80
Unknown,2025-12-13,H2,40065,9080730.09,80,78
Unknown,2025-12-15,H2,54599,11454514.38,109,104
Unknown,2025-12-16,H2,41722,8602055.39,100,98
Unknown,2025-12-17,H2,38653,8104689.4799999995,107,105
Unknown,2025-12-18,H2,60473,13420315.26,144,131
Unknown,2025-12-19,H2,40960,10052637.75,174,136
Unknown,2025-12-20,H2,15437,3229288.92,155,154
Vehicles & Parts,2025-01-14,H1,8072,1406056.0,2,2
Vehicles & Parts,2025-01-15,H1,1920,332160.0,1,1
Vehicles & Parts,2025-01-18,H1,4576,791648.0,4,4
Vehicles & Parts,2025-01-20,H1,6320,1093560.0,3,3
Vehicles & Parts,2025-01-21,H1,5208,900984.0,3,3
Vehicles & Parts,2025-01-22,H1,2188,378524.0,2,2
Vehicles & Parts,2025-01-28,H1,6120,1066760.0,3,3
Vehicles & Parts,2025-01-30,H1,11640,2014360.0,7,7
Vehicles & Parts,2025-01-31,H1,6360,1090480.0,3,3
Vehicles & Parts,2025-02-01,H1,110,69350.0,2,2
Vehicles & Parts,2025-02-03,H1,170,106500.0,3,3
Vehicles & Parts,2025-02-04,H1,120,76800.0,2,2
Vehicles & Parts,2025-02-05,H1,49,30480.0,2,2
Vehicles & Parts,2025-02-07,H1,58,36360.0,3,3
Vehicles & Parts,2025-02-10,H1,80,51200.0,3,3
Vehicles & Parts,2025-02-11,H1,10,6400.0,1,1
Vehicles & Parts,2025-02-12,H1,70,44350.0,2,2
Vehicles & Parts,2025-02-14,H1,10,6400.0,1,1
Vehicles & Parts,2025-02-15,H1,20,12800.0,1,1
Vehicles & Parts,2025-02-17,H1,49,31265.0,2,2
Vehicles & Parts,2025-02-19,H1,20,12700.0,1,1
Vehicles & Parts,2025-02-25,H1,5,3150.0,1,1
Vehicles & Parts,2025-02-26,H1,100,64000.0,2,2
Vehicles & Parts,2025-02-27,H1,10,6400.0,1,1
Vehicles & Parts,2025-05-08,H1,1,252.0,1,1
Vehicles & Parts,2025-05-16,H1,4,1008.0,2,2
Vehicles & Parts,2025-05-17,H1,6,1512.0,6,6
Vehicles & Parts,2025-05-19,H1,6,1512.0,4,4
Vehicles & Parts,2025-05-20,H1,1,252.0,1,1
Vehicles & Parts,2025-05-21,H1,4,1008.0,4,4
Vehicles & Parts,2025-05-22,H1,2,504.0,2,2
Vehicles & Parts,2025-05-23,H1,5,1260.0,5,5
Vehicles & Parts,2025-05-24,H1,5,1260.0,5,5
Vehicles & Parts,2025-05-26,H1,1,252.0,1,1
Vehicles & Parts,2025-05-31,H1,1,252.0,1,1
Vehicles & Parts,2025-06-04,H1,10,6400.0,1,1
Vehicles & Parts,2025-06-05,H1,50,32000.0,2,2
Vehicles & Parts,2025-06-06,H1,19,12065.0,1,1
Vehicles & Parts,2025-06-09,H1,20,12700.0,1,1
Vehicles & Parts,2025-06-13,H1,5,3150.0,1,1
Vehicles & Parts,2025-06-14,H1,100,64000.0,2,2
Vehicles & Parts,2025-06-17,H1,10,6400.0,1,1
Vehicles & Parts,2025-06-18,H1,70,44350.0,2,2
Vehicles & Parts,2025-06-19,H1,10,6250.0,1,1
Vehicles & Parts,2025-06-20,H1,50,32000.0,1,1
Vehicles & Parts,2025-06-21,H1,100,63000.0,1,1
Vehicles & Parts,2025-06-23,H1,120,75500.0,3,3
Vehicles & Parts,2025-06-24,H1,40,25000.0,2,2
Vehicles & Parts,2025-06-25,H1,100,63500.0,1,1
Vehicles & Parts,2025-06-26,H1,30,19500.0,2,2
Vehicles & Parts,2025-06-27,H1,10,6300.0,1,1
Vehicles & Parts,2025-06-28,H1,110,69900.0,2,2
Vehicles & Parts,2025-06-30,H2,10,6350.0,1,1
Vehicles & Parts,2025-07-03,H2,10,6400.0,1,1
Vehicles & Parts,2025-07-04,H2,20,12800.0,1,1
Vehicles & Parts,2025-07-05,H2,30,19200.0,1,1
Vehicles & Parts,2025-07-07,H2,19,12065.0,1,1
Vehicles & Parts,2025-07-09,H2,20,12700.0,1,1
Vehicles & Parts,2025-07-15,H2,105,67150.0,3,3
Vehicles & Parts,2025-07-17,H2,60,36850.0,2,2
Vehicles & Parts,2025-07-18,H2,100,63000.0,1,1
Vehicles & Parts,2025-07-19,H2,170,106500.0,3,3
Vehicles & Parts,2025-07-21,H2,120,76800.0,2,2
Vehicles & Parts,2025-07-22,H2,49,30480.0,2,2
Vehicles & Parts,2025-07-24,H2,8,4960.0,1,1
Vehicles & Parts,2025-07-25,H2,50,31400.0,2,2
Vehicles & Parts,2025-07-28,H2,70,44800.0,2,2
Vehicles & Parts,2025-07-29,H2,20,12800.0,2,1
Vehicles & Parts,2025-07-30,H2,50,31750.0,1,1
Vehicles & Parts,2025-07-31,H2,20,12600.0,1,1
Vehicles & Parts,2025-08-01,H2,10,6400.0,1,1
Vehicles & Parts,2025-08-02,H2,70,44350.0,2,2
Vehicles & Parts,2025-08-04,H2,60,38250.0,2,2
Vehicles & Parts,2025-08-05,H2,100,63000.0,1,1
Vehicles & Parts,2025-08-06,H2,10,6300.0,1,1
Vehicles & Parts,2025-08-07,H2,130,81600.0,3,3
Vehicles & Parts,2025-08-08,H2,20,12600.0,1,1
Vehicles & Parts,2025-08-09,H2,100,63500.0,1,1
Vehicles & Parts,2025-08-11,H2,40,25800.0,3,3
Vehicles & Parts,2025-08-12,H2,10,6400.0,1,1
Vehicles & Parts,2025-08-13,H2,100,63500.0,1,1
Vehicles & Parts,2025-08-14,H2,10,6350.0,1,1
Vehicles & Parts,2025-08-18,H2,10,6400.0,1,1
Vehicles & Parts,2025-08-19,H2,20,12800.0,1,1
Vehicles & Parts,2025-08-20,H2,49,31265.0,2,2
Vehicles & Parts,2025-08-22,H2,20,12700.0,1,1
Vehicles & Parts,2025-08-28,H2,5,3150.0,1,1
Vehicles & Parts,2025-08-29,H2,100,64000.0,2,2
Vehicles & Parts,2025-09-01,H2,10,6400.0,1,1
Vehicles & Parts,2025-09-02,H2,70,44350.0,2,2
Vehicles & Parts,2025-09-03,H2,10,6250.0,1,1
Vehicles & Parts,2025-09-04,H2,50,32000.0,1,1
Vehicles & Parts,2025-09-05,H2,100,63000.0,1,1
Vehicles & Parts,2025-09-06,H2,120,75500.0,3,3
Vehicles & Parts,2025-09-08,H2,40,25000.0,2,2
Vehicles & Parts,2025-09-09,H2,100,63500.0,1,1
Vehicles & Parts,2025-09-10,H2,40,25800.0,3,3
Vehicles & Parts,2025-09-12,H2,110,69900.0,2,2
Vehicles & Parts,2025-09-13,H2,10,6350.0,1,1
Vehicles & Parts,2025-09-17,H2,10,6400.0,1,1
Vehicles & Parts,2025-09-18,H2,30,19150.0,2,2
Vehicles & Parts,2025-09-19,H2,100,63000.0,1,1
Vehicles & Parts,2025-09-20,H2,170,106500.0,3,3
Vehicles & Parts,2025-09-22,H2,120,76800.0,2,2
Vehicles & Parts,2025-09-23,H2,49,30480.0,2,2
Vehicles & Parts,2025-09-25,H2,8,4960.0,1,1
Vehicles & Parts,2025-09-26,H2,50,31400.0,2,2
Vehicles & Parts,2025-09-29,H2,90,57600.0,4,3
Vehicles & Parts,2025-09-30,H2,70,44350.0,2,2
Vehicles & Parts,2025-10-01,H2,10,6400.0,1,1
Vehicles & Parts,2025-10-02,H2,70,44350.0,2,2
Vehicles & Parts,2025-10-03,H2,10,6250.0,1,1
Vehicles & Parts,2025-10-04,H2,150,95000.0,2,2
Vehicles & Parts,2025-10-07,H2,120,75500.0,3,3
Vehicles & Parts,2025-10-08,H2,40,25000.0,2,2
Vehicles & Parts,2025-10-09,H2,100,63500.0,1,1
Vehicles & Parts,2025-10-10,H2,40,25800.0,3,3
Vehicles & Parts,2025-10-13,H2,110,69900.0,2,2
Vehicles & Parts,2025-10-14,H2,10,6350.0,1,1
Vehicles & Parts,2025-10-15,H2,10,6400.0,1,1
Vehicles & Parts,2025-10-16,H2,70,44350.0,2,2
Vehicles & Parts,2025-10-17,H2,10,6250.0,1,1
Vehicles & Parts,2025-10-18,H2,50,32000.0,1,1
Vehicles & Parts,2025-10-20,H2,100,63000.0,1,1
Vehicles & Parts,2025-10-21,H2,120,75500.0,3,3
Vehicles & Parts,2025-10-22,H2,40,25000.0,2,2
Vehicles & Parts,2025-10-23,H2,100,63500.0,1,1
Vehicles & Parts,2025-10-24,H2,40,25800.0,3,3
Vehicles & Parts,2025-10-27,H2,110,69900.0,2,2
Vehicles & Parts,2025-10-28,H2,10,6350.0,1,1
Vehicles & Parts,2025-10-30,H2,10,6400.0,1,1
Vehicles & Parts,2025-10-31,H2,20,12800.0,1,1
Vehicles & Parts,2025-11-01,H2,110,69350.0,2,2
Vehicles & Parts,2025-11-03,H2,170,106500.0,3,3
Vehicles & Parts,2025-11-04,H2,169,107280.0,4,4
Vehicles & Parts,2025-11-05,H2,8,4960.0,1,1
Vehicles & Parts,2025-11-06,H2,50,31400.0,2,2
Vehicles & Parts,2025-11-07,H2,70,44800.0,2,2
Vehicles & Parts,2025-11-08,H2,20,12800.0,2,1
Vehicles & Parts,2025-11-10,H2,70,44350.0,2,2
Vehicles & Parts,2025-11-11,H2,10,6400.0,1,1
Vehicles & Parts,2025-11-12,H2,20,12800.0,1,1
Vehicles & Parts,2025-11-13,H2,49,31265.0,2,2
Vehicles & Parts,2025-11-15,H2,20,12700.0,1,1
Vehicles & Parts,2025-11-18,H2,5,3150.0,1,1
Vehicles & Parts,2025-11-19,H2,100,64000.0,2,2
Vehicles & Parts,2025-11-20,H2,10,6400.0,1,1
Vehicles & Parts,2025-11-21,H2,60,38150.0,2,2
Vehicles & Parts,2025-11-22,H2,30,18850.0,2,2
Vehicles & Parts,2025-11-24,H2,150,95000.0,2,2
Vehicles & Parts,2025-11-25,H2,120,75500.0,3,3
Vehicles & Parts,2025-11-26,H2,140,88500.0,3,3
Vehicles & Parts,2025-11-28,H2,30,19500.0,2,2
Vehicles & Parts,2025-11-29,H2,10,6300.0,1,1
Vehicles & Parts,2025-12-01,H2,110,69350.0,2,2
Vehicles & Parts,2025-12-02,H2,310,195800.0,6,5
Vehicles & Parts,2025-12-03,H2,29,17980.0,1,1
Vehicles & Parts,2025-12-04,H2,58,36360.0,3,3
Vehicles & Parts,2025-12-05,H2,50,32000.0,1,1
Vehicles & Parts,2025-12-06,H2,40,25600.0,3,2
Vehicles & Parts,2025-12-08,H2,70,44350.0,2,2
Vehicles & Parts,2025-12-10,H2,30,19200.0,2,2
Vehicles & Parts,2025-12-11,H2,49,31265.0,2,2
Vehicles & Parts,2025-12-12,H2,20,12700.0,1,1
Vehicles & Parts,2025-12-16,H2,105,67150.0,3,3
Vehicles & Parts,2025-12-17,H2,10,6400.0,1,1
Vehicles & Parts,2025-12-18,H2,110,69350.0,2,2
Vehicles & Parts,2025-12-19,H2,170,106500.0,3,3
Vehicles & Parts,2025-12-20,H2,169,107280.0,4,4
Vehicles & Parts,2025-12-23,H2,38,23560.0,2,2
